Date,Operating_Income,Expenses,Assets,Liabilities,Equity,Revenue,Cash_Flow,Net_Income,Debt_to_Equity,ROA,Profit_Margin,Interest_Expense,Tax_Expense,Dividend_Payout
12/2/2015,1366559.22,842588.87,412245049.9,318372026.4,21671108.04,2709350.31,3327396.25,523970.35,14.69,0,0.19,1491964.13,866588.36,2133750.69
12/3/2015,8699145.26,4330431.11,171419324.1,396704602.6,33081675.49,9792994.82,5024097.97,4368714.14,11.99,0.03,0.45,1400977.81,1418472.47,2388217.75
12/4/2015,7332920.73,2728159.37,421272234.6,226903286.5,41978777.36,13731242.59,1097863.05,4604761.36,5.41,0.01,0.34,502954.35,55553.92,1117829.31
12/5/2015,5267564.46,2662639.6,274215057,385851973.1,70659478.73,6981799.76,5623357.14,2604924.86,5.46,0.01,0.37,554095.59,395281.02,1273495.85
12/6/2015,1880507.45,3165835.03,84676225.61,48729915.43,15630835.8,4812326.11,7494250.32,-1285327.59,3.12,-0.02,-0.27,634440.67,1410749.08,1241677.47
12/7/2015,5424542.88,4211064.35,76347918.16,158958684.3,28945624.57,7753505.5,4817489.4,1213478.53,5.49,0.02,0.16,881141.83,298074.65,656432.23
12/8/2015,5261245.94,2065141.44,200407243.4,105644881.8,82812127.63,2628715.24,1445864.92,3196104.5,1.28,0.02,1.22,545217.62,214203,277528.31
12/9/2015,2558816.83,3551072.69,403203639.7,94416571.97,23222973.12,12666338.6,4862911.46,-992255.86,4.07,0,-0.08,137337.82,876771.46,1813656.67
12/10/2015,4904664.84,3045793.84,368456420.6,73505120.58,40838063.19,12742430.54,6247604.1,1858871.01,1.8,0.01,0.15,1770846.81,1299673.54,2968728.38
12/11/2015,4586542.61,1701627.22,404876734.1,256517183.8,87819302.97,9644006.02,3548124.02,2884915.39,2.92,0.01,0.3,1934658.68,741809.24,583806.14
12/12/2015,6542650.88,4453834.94,282771075.4,316902305.2,23943278,6590337.56,7098783.11,2088815.94,13.24,0.01,0.32,748983.74,1492118.17,235385.98
12/13/2015,6715842.86,4088417.1,248089549.1,239753391.8,17446315.21,12397183.74,5365122.15,2627425.76,13.74,0.01,0.21,743163.07,1034798.96,2360641.88
12/14/2015,1407736.09,3463033.26,116353637,75845829.64,53608419.56,9210931.32,7244366.89,-2055297.17,1.41,-0.02,-0.22,113474.44,157408.62,832499.42
12/15/2015,4371513.53,4327617.78,197686739.1,328227032.6,37217756.02,12737120.01,5176289.83,43895.75,8.82,0,0,1392476.31,1489606.59,2505967.04
12/16/2015,6632739.24,4402823.9,245308714.8,261662788.7,60706752.8,10208964.3,1484659.79,2229915.34,4.31,0.01,0.22,1668335.8,641446.64,2141416.33
12/17/2015,5528226.33,3687633.4,89870193.36,167502968.3,82342440.14,12197271.15,2822687.83,1840592.93,2.03,0.02,0.15,378555.77,466733.67,2842453.26
12/18/2015,8708408.57,4266559.98,149275378.7,276169512.3,22343363.93,9781318.91,2013462.11,4441848.59,12.36,0.03,0.45,403366.06,858924.82,1285888.98
12/19/2015,6928242.68,3638621.58,319201382.3,118763892.1,62262917.61,7383833.89,7316198.73,3289621.11,1.91,0.01,0.45,1601158.17,491246.01,2019712.53
12/20/2015,2466409.84,3560633.47,381048401.4,151173039.2,55495788.44,14453296.18,6203000.5,-1094223.63,2.72,0,-0.08,1270952.42,175363.39,1448078.86
12/21/2015,1635118.73,3283751.2,499256380.1,368644620.4,22967090.74,9034479.72,5572987.77,-1648632.48,16.05,0,-0.18,185235.06,52071.1,1928707.22
12/22/2015,6781773.5,3887224.88,469900999.1,130391712.2,66159863.7,9866163.74,2757247.4,2894548.63,1.97,0.01,0.29,1282839.28,701895.86,1403836.83
12/23/2015,1238601.79,1213722.97,339154339.8,198595541.9,34627637.61,4866339.31,1880335.79,24878.82,5.74,0,0.01,686943.67,1263451.96,647033.51
12/24/2015,6271980.23,4463918.42,239561624,358253632.2,53905088.67,10133460.26,6173383.16,1808061.82,6.65,0.01,0.18,800577.8,879857.02,1572902.51
12/25/2015,9462072.17,4423295.87,336279814.1,288934113.1,17404509.18,9430899.44,4056184.59,5038776.3,16.6,0.01,0.53,1562489.69,1498850.58,1632894.18
12/26/2015,6179267.6,631612.77,403543228.1,43637225.94,51362565.15,4402899.17,2193421.64,5547654.83,0.85,0.01,1.26,1640776.87,465927.64,2450751.16
12/27/2015,4493529.34,4216175.38,103251285.9,75975156.83,37581712.12,2774632.27,5124664.84,277353.96,2.02,0,0.1,860677.59,456659.84,2233010.05
12/28/2015,6789593.97,1079914.4,234457200.4,22979804.49,84014309.01,9856671.16,802503.89,5709679.56,0.27,0.02,0.58,1899590.58,281636.72,2024995.71
12/29/2015,5124276.01,2008034.84,427911028.5,259750280.3,15128085.43,11927999.5,2946276.91,3116241.17,17.17,0.01,0.26,872279.16,287892.2,428822.58
12/30/2015,5910551.1,3845787.15,222724828.4,190115901.7,47674654.74,8804217.82,4014177.46,2064763.95,3.99,0.01,0.23,1566488.47,463520.56,2189787.24
12/31/2015,9473183.28,1223419.53,307342522.1,71024443.34,51258828.17,4948044.13,1609687.51,8249763.75,1.39,0.03,1.67,1019366.8,1199618.07,1550884.95
1/1/2016,4474923.74,4180851.61,314496212.4,384014966,75250546.87,10664785.7,7884908.58,294072.13,5.1,0,0.03,1805311.42,1363347.35,2692888.65
1/2/2016,9650715.07,4244603.8,133014313.9,221270695.1,61685881.76,3041374.45,2068230.23,5406111.27,3.59,0.04,1.78,1824746.36,1463876.4,2767625.71
1/3/2016,9148155.78,2783604.8,213005948.7,111919451.8,70049110.35,7743838.16,1477648.48,6364550.98,1.6,0.03,0.82,266091.93,386820,259954.11
1/4/2016,2762120.21,528736.42,200530079.9,210229357,79934435.71,4123767.86,2026511.55,2233383.79,2.63,0.01,0.54,1879337.33,1327881.44,2479860.53
1/5/2016,1624251.71,1791671.6,61788518.84,278255726.4,87598267.63,4397967.66,6267958.5,-167419.89,3.18,0,-0.04,1668516.2,525969.88,209322.43
1/6/2016,1907002.01,3276171.13,60886293.75,48970902.83,38248794.71,4629821.34,3691292.44,-1369169.12,1.28,-0.02,-0.3,1603490.36,213618.79,1164791.91
1/7/2016,1163996.43,4915337.8,424263669.7,124387449.7,58422043.48,7027191.74,4740619.55,-3751341.37,2.13,-0.01,-0.53,481731.55,1311536.14,1672669.93
1/8/2016,1849986.65,3343160.87,172881864.5,326646886.5,85609727.06,2664952.67,657568.68,-1493174.22,3.82,-0.01,-0.56,1629726.5,972353.17,529492.32
1/9/2016,7147060.96,1669116.11,283135444.8,194672650.8,99050601.79,7171314.73,758234.81,5477944.85,1.97,0.02,0.76,1715252.2,288859.8,2264310.06
1/10/2016,1640697.84,3353025.66,184426508.1,227699314,90056737.99,8652196.81,3843691.62,-1712327.83,2.53,-0.01,-0.2,649385.64,673255.32,124228.64
1/11/2016,3870780.67,2929934.21,473305660.3,184470080.8,43432053.64,8282825.7,6624914.32,940846.46,4.25,0,0.11,1909294.15,466523.66,588937.24
1/12/2016,8603877.8,4009304.28,166683541.5,36681978.2,27564986.55,6976193.31,7139291.59,4594573.52,1.33,0.03,0.66,194734.28,1118352.12,1784310.81
1/13/2016,1209447.42,981412.87,243345565.7,82984916.33,54045328.37,12908905.9,1150299.26,228034.55,1.54,0,0.02,384827.58,707453.53,2171723.93
1/14/2016,8330216.34,3924625.56,442728612.7,189305822.7,76747730.67,3889247,4537723.27,4405590.78,2.47,0.01,1.13,1121404.16,1484455.92,2758265
1/15/2016,3536692.97,2935699.6,428870105.1,99490476.86,54331216.37,8574057.67,7349222.65,600993.37,1.83,0,0.07,1194005.7,129380.22,2145940.29
1/16/2016,2063483.45,4833464.02,133745638,38992030.89,53486277.7,2806538.42,3409795.66,-2769980.57,0.73,-0.02,-0.99,1325785.16,564772.14,2048159.88
1/17/2016,7270634.49,2038424.75,411189489.4,340586872.3,85440737.9,2925023.83,6721743.74,5232209.74,3.99,0.01,1.79,132241.35,748755.24,1243589.32
1/18/2016,6660485.62,3346798.52,256184099,392853161.1,42526340.12,9460256.05,1502717.41,3313687.1,9.24,0.01,0.35,1924696.87,779543.65,103724.83
1/19/2016,8897248.12,4694126.47,267335992.4,321394292.1,87381520.73,9358239.52,7515458.67,4203121.65,3.68,0.02,0.45,184717.38,508106.94,448461.85
1/20/2016,7615639.39,961293.78,110065987.6,344438270.3,46612432.09,13414435.67,6135674.88,6654345.62,7.39,0.06,0.5,371817.71,1107398.36,1650208.18
1/21/2016,8231328.37,4717528.19,86270681.19,111951309.5,39540979.51,9252357.78,7560007.95,3513800.18,2.83,0.04,0.38,126627.58,1318383.26,2057876.67
1/22/2016,3538311.15,3595485.75,377572688.1,385038250.7,50859092.01,14477283.27,5574629.25,-57174.6,7.57,0,0,1177031.02,1411142.99,1310600.02
1/23/2016,2596955.89,805266.77,273407518.6,94831767.69,78620226.28,2633033.03,3225529.49,1791689.13,1.21,0.01,0.68,1871307.08,1217385.4,2218969.13
1/24/2016,7755532.76,1854336.05,246582816.2,381543327.9,21340182.51,3274099.9,7536358.79,5901196.71,17.88,0.02,1.8,1365299.62,1283341.29,1613400.66
1/25/2016,8261512.65,3686774.4,378278702.9,398031331.7,27677729.43,2572856.2,2566750.82,4574738.25,14.38,0.01,1.78,1663049.19,848290.69,315110.97
1/26/2016,9914546.28,803077.71,394480804.6,290454666.2,95630034.31,4408599.05,2991293.92,9111468.57,3.04,0.02,2.07,125234.29,1247537.93,656847.13
1/27/2016,4713559.09,3119767.07,121508675.5,392834618.1,25794246.46,9036511.44,5756063.14,1593792.02,15.23,0.01,0.18,1129829.07,490080.67,2535994.85
1/28/2016,4348162.77,2056473.76,324601317.3,236425116.2,61095458.61,10392438.36,6239872.25,2291689.02,3.87,0.01,0.22,973169.66,627794.21,2202246.97
1/29/2016,7987716.65,3294119.83,110909337,118625877.6,62138302,2592607.05,7470526.13,4693596.82,1.91,0.04,1.81,1048039.09,509523.87,2694809.76
1/30/2016,4067231.86,705839.15,388118788.7,186058436.6,54066201.58,14297621.57,2036018.07,3361392.71,3.44,0.01,0.24,237205.05,727711.64,440916.02
1/31/2016,9376815.93,4421915.63,345629820.3,245553155.4,68027072.37,12948149.9,6484985.26,4954900.3,3.61,0.01,0.38,1400427.19,464090.44,2971645.35
2/1/2016,8725714.77,4880700.36,480476579.5,47770993.57,30684405.32,5855962.27,6039095.4,3845014.41,1.56,0.01,0.66,1056118.79,1444336.59,707279.47
2/2/2016,4860946.25,4859950.35,81031107.36,256490440.6,59739604.1,3003437.89,978459.17,995.9,4.29,0,0,1553782.81,503624.71,134161.64
2/3/2016,7757839.61,3873433.24,75674624.52,392847578,43495592.97,4208531.95,3404173.56,3884406.37,9.03,0.05,0.92,1022052.2,192164.58,2992526.52
2/4/2016,7790885.87,1085388.08,176984183.6,92240906.92,69550053.37,3650277.38,2620740.93,6705497.79,1.33,0.04,1.84,383825.11,813884.89,915114.27
2/5/2016,1928114.82,3912184.38,167767557.7,321186144.2,22710118.9,3602689.13,2783678.18,-1984069.56,14.14,-0.01,-0.55,1331688.21,132793.66,2037256.41
2/6/2016,9122976.16,610641.12,161140459.6,365001541.6,61378967.52,8741301.95,7872101.6,8512335.04,5.95,0.05,0.97,427534.09,210287.59,612378.71
2/7/2016,5547271.35,599555.98,457814561.2,378606605.3,26674331.98,5196016.75,5320830.6,4947715.37,14.19,0.01,0.95,1757549.67,368114.61,1782662.74
2/8/2016,8438117.19,1956245.99,162295789.9,384851529.7,35077875.68,6655816.31,5882571.18,6481871.21,10.97,0.04,0.97,1264920.85,723307.86,2721701.46
2/9/2016,3880446.41,2698894.36,172377376.8,218154662.7,29683882.03,14863569.33,7824632.28,1181552.05,7.35,0.01,0.08,398687.38,678213.85,1028525.39
2/10/2016,9059709.06,3966833.38,391729218.1,391377005,26455400.19,10896085.24,3329013.37,5092875.68,14.79,0.01,0.47,1928442.31,1209553.2,2043736.53
2/11/2016,4502815.11,3574829.19,252382929.1,307777878.7,84313985.64,14336748.67,6513801.26,927985.91,3.65,0,0.06,1084894.38,1122238.25,644920.41
2/12/2016,1097538.86,2506562.18,399519750.6,81435145.77,35713681.09,3853235.22,3758982.22,-1409023.32,2.28,0,-0.37,238507.06,668161.53,1911906.66
2/13/2016,9148437.79,1731320,79414770.9,201222040.5,93441140.37,6967813.17,7021502.54,7417117.79,2.15,0.09,1.06,1290982.52,533871.1,1075706.02
2/14/2016,1821580.09,4987060.25,269407037.2,292965846.6,97293387.28,9211513.44,1854931.56,-3165480.16,3.01,-0.01,-0.34,581077.92,508879.74,712503.95
2/15/2016,3873822.74,2417815.86,65126120.08,113989320,61413442.29,2997854.8,7607646.33,1456006.88,1.86,0.02,0.49,1627017.56,1172292.88,1008227.95
2/16/2016,9550557.7,2531241.61,78193941.55,263433769.8,22870101.04,2054436.77,2140787.81,7019316.09,11.52,0.09,3.42,1653861.94,125504.99,618639.1
2/17/2016,9555464.32,1236307.2,457896854,273308182,43709341.9,10715646.34,2946653.8,8319157.13,6.25,0.02,0.78,1959999.98,68591.39,2715556.71
2/18/2016,6160940.99,4076642.97,112660417,81825902.65,81795903.7,10343653.72,6171441.76,2084298.02,1,0.02,0.2,1053552.11,1203539.37,1251841.97
2/19/2016,6686534.91,3621570.02,289589307,234732418.7,43065165.58,7340254.53,3453163.56,3064964.89,5.45,0.01,0.42,964418.07,741862.25,811309.98
2/20/2016,5036009.7,1493463.26,234993021.2,313218226.2,17831549.65,8365372.99,5061585.33,3542546.44,17.57,0.02,0.42,1531603.65,239777.65,1400382.74
2/21/2016,3638896.95,870714.71,206304496.8,209580352.5,60110641.98,7400759.01,3834301.26,2768182.24,3.49,0.01,0.37,351694.25,391570.61,1029554.88
2/22/2016,3957980.91,3562246.86,454925005.6,24599184.37,86060876.63,2312065.58,6067774.53,395734.05,0.29,0,0.17,1139139.48,1402130.73,2258815.84
2/23/2016,7052666.1,3445300.46,59820528.55,23434618.25,81633374.84,6359830.88,2212484.39,3607365.64,0.29,0.06,0.57,1137870.44,1296279.31,2916537.74
2/24/2016,7771370.76,1729667.87,348705358.8,155671150.7,25761082.61,4302069.32,938434.9,6041702.89,6.04,0.02,1.4,269998.93,1079188.32,1370297.6
2/25/2016,8124211.39,4778886.03,483527495.4,371953746,70548815.3,3279514.46,2749470.48,3345325.36,5.27,0.01,1.02,894169.76,749226.58,2596996.86
2/26/2016,8106563.29,1179760.51,302075682.6,106897176.3,29845383.71,14437365.64,4057314.99,6926802.77,3.58,0.02,0.48,1721241.12,804469.26,1741002.91
2/27/2016,1820854.93,2445506.6,471570107.9,261058201.8,29638678.11,9791676.43,1760150.39,-624651.68,8.81,0,-0.06,1726691.88,1464104.58,555983.43
2/28/2016,5449782.74,4746271.64,73516045.68,104388830.9,88666459.6,11472531.7,3160979.67,703511.1,1.18,0.01,0.06,288551.56,1450367.14,2102805.95
2/29/2016,1518028.84,2388772.93,238456993.6,142234596.1,32470205.75,6099728.66,3499872.64,-870744.09,4.38,0,-0.14,272369.68,362140.12,1588960.04
3/1/2016,5945759.94,3373366.76,167071005.9,342255994.1,33692261.19,7110912.68,930438.83,2572393.18,10.16,0.02,0.36,599121.41,1226101.62,1986758.92
3/2/2016,4973774.51,2289174.79,378869434.2,296967348.1,10058805.17,5080011.92,4874804.36,2684599.72,29.52,0.01,0.53,1762055.52,336001.87,2680093.5
3/3/2016,8989337.64,1733968.41,491583690.7,56251725.38,88360213.07,3260553.72,7132575.71,7255369.23,0.64,0.01,2.23,344914.91,359629.34,1377260.25
3/4/2016,4158235.11,4927899.42,165438528.1,182906768,81333533.19,4327411.29,1638071.85,-769664.3,2.25,0,-0.18,1467993.92,1030334.9,2713415.11
3/5/2016,2053603.15,2342003.03,344378570.7,31084510.19,66459604.16,12367682.59,4983560.1,-288399.88,0.47,0,-0.02,292214.68,637251.59,2276940.14
3/6/2016,2286925.14,4523446.42,139143934.7,202738255.7,77523918.75,10808095.47,5485544.04,-2236521.28,2.62,-0.02,-0.21,1283961.92,1400739.39,1516954.29
3/7/2016,7853595.69,1534795.73,304398614.6,271724924.5,23684371.07,9110075.39,3645010.1,6318799.96,11.47,0.02,0.69,776527.87,179064.12,1849344.19
3/8/2016,6563962.57,1458971.17,258769619,65030996.97,51249123.51,8176168.35,5758231.91,5104991.4,1.27,0.02,0.62,1598936.53,791712.18,1044185.28
3/9/2016,1910104.09,640103.37,487402398.3,129776276.8,41609744.86,13991645.69,3580486.58,1270000.71,3.12,0,0.09,544011.85,1381856.22,2952432.17
3/10/2016,1756961.26,3432500.71,323837272.7,171177917.7,18439887.36,2945554.32,4284779.66,-1675539.46,9.28,-0.01,-0.57,1314483.48,1360964.81,2035318.37
3/11/2016,7308722.18,2158368.55,207277867.4,369421789.4,53751743.67,5647810.57,555147.83,5150353.64,6.87,0.02,0.91,547796.82,276967.36,227155.87
3/12/2016,1654867.06,4389612.12,101343103.2,397436905.9,92866568.53,6549192.1,5687900.86,-2734745.07,4.28,-0.03,-0.42,1455954.54,581624.67,1047203.53
3/13/2016,8396740.53,2629444.58,118061072.9,37066293.62,13605320.71,12171535.56,5460070.09,5767295.95,2.72,0.05,0.47,1759988.27,947726.03,1907611.86
3/14/2016,7356180.04,4856870.43,151392618.5,309183010.9,36231482.21,14902690.06,788006.58,2499309.62,8.53,0.02,0.17,340923.42,281122.58,263366.51
3/15/2016,1732139.03,1334864.82,162934997.6,161255145.2,28678684.26,5128716.69,3261875.81,397274.21,5.62,0,0.08,1746531.81,1453632.15,169264.15
3/16/2016,1763539.43,4408804.26,432777226,169134110.8,31433198.83,13365995.34,7842738.81,-2645264.83,5.38,-0.01,-0.2,1227792.98,1376386.53,1405070.29
3/17/2016,9879756.21,3994685.84,302550254.7,306620689.9,91759109.67,12798095.89,3655524.22,5885070.37,3.34,0.02,0.46,341509.93,292077.76,1064801.52
3/18/2016,4368437.16,3969148.3,285525910.1,369002044.2,52126214.88,4920546.17,4264590.54,399288.86,7.08,0,0.08,912329.53,225675.42,1371065.96
3/19/2016,4335779.32,4301524.53,101645992.3,381352865.9,51966947.16,7191323.54,7324476.19,34254.8,7.34,0,0,405634.56,173842.3,861810.6
3/20/2016,8315196.11,3924607.96,437062862,239306582.7,78451807.82,7325747.3,5879464.07,4390588.15,3.05,0.01,0.6,1430660.99,1368693.31,577681.47
3/21/2016,9525237.2,3317991.45,375266436.4,155706040.5,23904298.36,14716868.69,4865525.98,6207245.75,6.51,0.02,0.42,1541849.46,330754.52,2098515.74
3/22/2016,9874009.57,1090601.95,80450762.86,319268652.6,53853881.87,4351594.72,6483535.11,8783407.62,5.93,0.11,2.02,301013.39,653613.15,1592256.24
3/23/2016,7780403.67,646367.81,368525793.8,115380525.6,48698669.27,12389053.62,6982747,7134035.86,2.37,0.02,0.58,1061665.72,700834.48,680447.21
3/24/2016,4386336.27,4643815.32,294592197.8,234348131,63721962.15,6344505.28,3926660.54,-257479.05,3.68,0,-0.04,1647787.61,918566.01,1026809.34
3/25/2016,1751506.45,3274926.42,86776405.59,156259815.4,99960193.29,11501314.5,4063312.74,-1523419.97,1.56,-0.02,-0.13,1878709.78,154016.25,1816242.93
3/26/2016,7994322.24,4084417.81,256235288.7,269519808,79250400.47,7460143.06,3395382.02,3909904.43,3.4,0.02,0.52,1075683.95,378800,309465.11
3/27/2016,6025638.25,2666850.58,268113329.2,111351586.9,45807913.27,9518676.92,7750296.05,3358787.67,2.43,0.01,0.35,1905530.52,1400661.06,527613.73
3/28/2016,4817998.08,1027886.85,124598543.1,92805319.38,84479774.7,12823953.05,5728746.91,3790111.23,1.1,0.03,0.3,1117809.04,1367194.66,312412.25
3/29/2016,9157189.47,1063336.06,475564166.2,368930852.9,25363752.7,12454152.34,1124173,8093853.4,14.55,0.02,0.65,848961.94,1182871.44,2455720.26
3/30/2016,2000777.34,3585043.79,432488917.2,58685399.52,12741731.77,13263501.39,6972197.17,-1584266.45,4.61,0,-0.12,1711585.94,78131.81,2281986.78
3/31/2016,5433625.94,2436376.53,351060051.8,212264004.9,28400353.52,2775025.23,4104199.56,2997249.41,7.47,0.01,1.08,1036667.15,524159.81,2284607.5
4/1/2016,1102182.8,1402361.27,258033002.5,103924057.5,40637040.05,10996657.19,1015654.3,-300178.47,2.56,0,-0.03,996614.77,960540.17,2177343.5
4/2/2016,5217945.78,2712175.46,235294493.7,34793386.06,55952268.17,3819835.9,4622879.41,2505770.32,0.62,0.01,0.66,1031593.73,449025.81,2041217.73
4/3/2016,1506729.48,788940.22,342938060.2,33687150.95,65361622.65,7405641.38,3628732.09,717789.26,0.52,0,0.1,1708891.5,1368900.71,1483276.55
4/4/2016,2069361.25,3118871.31,295444341.2,86584273.4,91954514.55,9131649.4,7083120.54,-1049510.06,0.94,0,-0.11,1680688.93,969139.72,1962606.67
4/5/2016,2057736.22,1710470.32,78022897.65,349372734.7,55886860.86,7235613.3,2029959.53,347265.9,6.25,0,0.05,866687.99,154264.74,211248.51
4/6/2016,6842892.72,4089015.95,280626192,127341922.7,55114808.02,8754951.79,6698484.57,2753876.77,2.31,0.01,0.31,733269.73,1368058.1,1902246.83
4/7/2016,7714403.91,1896628.82,412881627.8,381174484.8,14521870.88,14954842.01,4682665.18,5817775.1,26.25,0.01,0.39,1034663.25,1438761.65,2355845.35
4/8/2016,6250318.89,2548490.67,256657944.9,241016471.3,13142039.74,3757825.08,909577.27,3701828.22,18.34,0.01,0.99,1188267.77,162683.01,1551039.25
4/9/2016,9659552.94,552292.43,73380459.9,185913392.1,59604396.57,10780928.59,7788839.76,9107260.51,3.12,0.12,0.84,552840.7,821922.34,1136788.65
4/10/2016,4373835.22,826011,403825189.7,240433757.2,49436075.19,7148012.56,4344614.33,3547824.22,4.86,0.01,0.5,1608514.66,489878.21,904537.53
4/11/2016,3571408.78,2266221,140613702,216345386.4,85526235.55,3729127.39,2681576.41,1305187.77,2.53,0.01,0.35,1024317.25,619616.66,1964125.95
4/12/2016,8817392.15,2659724.76,166379375.7,308334976.4,24461162.62,4063577.92,4020551.31,6157667.4,12.61,0.04,1.52,734686.54,310494.27,2109123.48
4/13/2016,3012362.55,3200092.47,124117859,127348505.1,12247449.59,14340550.38,6933933.38,-187729.92,10.4,0,-0.01,302959.89,888204.55,2625806.04
4/14/2016,9669002.85,1812481.6,198596779.2,154159148.8,50413489.11,13434819.46,2786773.43,7856521.25,3.06,0.04,0.58,553805.8,1439070.06,1092768.84
4/15/2016,1109390.27,3627418.49,390538177.6,359755835,31373070.11,13791545.49,1945072.97,-2518028.22,11.47,-0.01,-0.18,1903634.23,779455.27,2332339.69
4/16/2016,9728909.44,4370550.79,283723636.8,379653475,14465293.6,14889926.09,1468034.35,5358358.65,26.25,0.02,0.36,679689.4,170226.14,1727931.89
4/17/2016,1388439.21,4009329.45,142196573.4,359172126.4,75213845.82,4708100.07,2733945.49,-2620890.24,4.78,-0.02,-0.56,420832.65,949001.93,2660225.82
4/18/2016,9020288.02,678284.71,445023535.2,179390237.7,20043370,6620711.39,6350360.65,8342003.31,8.95,0.02,1.26,975278.3,543323.34,1630655.11
4/19/2016,5749309.98,2662281.26,445811834.7,316538891.1,64748755,10699847.39,4037197.74,3087028.72,4.89,0.01,0.29,683466.71,1291091.52,1601126.5
4/20/2016,9936683.17,972185.8,441760291.3,201007578.7,35294477.52,8289433.02,2206112.03,8964497.36,5.7,0.02,1.08,166802.58,680283.32,1775843.54
4/21/2016,1664169.08,1589202.57,157458295.1,209065143.8,25614644.53,7439063.93,1746387.5,74966.51,8.16,0,0.01,713975.91,329617.43,2273014.53
4/22/2016,5984688.56,4939981.67,253057704.9,97778441.44,44177637.06,6651546.24,2995471.07,1044706.89,2.21,0,0.16,1133806.39,327103.15,2897602.39
4/23/2016,9723722.82,1141229.94,493245345.3,244629515.2,82130119.86,9719148.22,7549432.8,8582492.88,2.98,0.02,0.88,1148253.51,1164708.06,313333.73
4/24/2016,5707880.6,2744996.69,397405614.3,90731641.15,45288421.92,9482714.57,3072700.34,2962883.91,2,0.01,0.31,777461.95,435102.02,254960.35
4/25/2016,6664587.74,3281700.8,62225339.55,145994585.7,77569268.43,4098951.84,7910930.57,3382886.94,1.88,0.05,0.83,949875.24,1162488.42,2818895.98
4/26/2016,7261738.2,3661092.37,79342066.07,344911476.6,21293766.71,8132617.89,4139228.42,3600645.83,16.2,0.05,0.44,1934484.04,348536.6,1636639.31
4/27/2016,5090869.58,3018419.08,258769119.6,98688807.5,79549427.77,9195133.09,1843729.39,2072450.51,1.24,0.01,0.23,816962.11,516445.23,1883218.74
4/28/2016,6648022.72,543968.81,459149092.6,47040148.37,31323999.24,9413730.2,7183550.69,6104053.91,1.5,0.01,0.65,590630.95,724956.11,1499028.44
4/29/2016,6258828.81,1969075.89,292415809.1,46222885.19,70965381.69,4731393.51,3952665.3,4289752.92,0.65,0.01,0.91,562587.38,1417633.98,371606.61
4/30/2016,9110422.09,2829702.4,274015628.6,377498117.8,60920339.94,11649528.1,5822535.08,6280719.7,6.2,0.02,0.54,969752.76,1401010.57,2327459.2
5/1/2016,1409017.42,895399.25,97463164.98,212629766.4,93623024.55,2327588.23,7877836.87,513618.18,2.27,0.01,0.22,1543088.28,349964.22,2266951.47
5/2/2016,3528668.71,2077821.19,345551047.1,175576587.3,44859026.62,6612814.12,876315.13,1450847.52,3.91,0,0.22,491377.55,569417.61,1003939.63
5/3/2016,9553703.36,649413.99,419946422.3,328133860.8,15954867,12142764.43,1225209.2,8904289.37,20.57,0.02,0.73,1447662.64,266629.11,988093.81
5/4/2016,9012374.06,853603.24,221189003.4,337613852.6,11723993.7,9330607.97,5903425.56,8158770.82,28.8,0.04,0.87,140184.66,789478.37,2529740
5/5/2016,5100910.78,2286154.74,399025332.9,146232592.6,84417270.49,5395111.62,2613687.52,2814756.03,1.73,0.01,0.52,895972.66,717844.7,309836.05
5/6/2016,6581193.38,1097220.89,484014494.3,283574861.8,57226207.39,11034390.55,1882260.48,5483972.49,4.96,0.01,0.5,1574143.62,1356102.24,2655204.93
5/7/2016,3496430.65,3053933.82,141694906.6,313026670,79771964.67,9376082.27,795214.1,442496.83,3.92,0,0.05,743592.62,1398507.8,844318.9
5/8/2016,2693090.44,3602592.36,285498334,268767261,31098304,12351166.92,663850.34,-909501.92,8.64,0,-0.07,1171100.49,606172.72,1819655.77
5/9/2016,5173285.64,4102640.15,179212081.1,77606128.42,41057537.1,11555327.42,6308642.02,1070645.5,1.89,0.01,0.09,489460.54,763020.02,2814383.12
5/10/2016,4180170.05,1400676.1,406784488.6,352835571.7,12709348.5,9931402.99,1508250.71,2779493.95,27.76,0.01,0.28,1509791.24,1349542.56,2066555.25
5/11/2016,6252905.01,1253671.62,309917014.7,224855930,96534309.21,8346309.78,4007904.62,4999233.39,2.33,0.02,0.6,199330.3,1219726.32,1301846.46
5/12/2016,1699611.73,970555.28,335562087.9,127339522,70108111.6,3731367.63,5044226.11,729056.45,1.82,0,0.2,1719831.03,55301.65,2099649.21
5/13/2016,9769553.27,3363936.12,409061371.8,181586710.5,93988457.9,5397329.23,3712638.5,6405617.15,1.93,0.02,1.19,476573.13,514086.37,1097540.95
5/14/2016,9875896.7,3679140.77,228186712.7,34277014.35,33894676.67,7448293.15,703299.89,6196755.93,1.01,0.03,0.83,1761356.26,661572.65,904049.41
5/15/2016,7283455.43,642137.65,461790530.8,68589384.46,65031725.01,9790890.73,6376261.27,6641317.77,1.05,0.01,0.68,769805.56,383088.61,2990381.51
5/16/2016,5824867.3,4712955.11,289862990.3,310907765.2,71064997.15,8678202.12,578849.18,1111912.19,4.37,0,0.13,1473098.79,339378.84,2277291.67
5/17/2016,3785748.55,733870.78,121079670.3,20004421.21,38579473.02,5746398.84,6214174.21,3051877.77,0.52,0.03,0.53,706528.07,104787.53,1969687.93
